Machines > Drill Press > MIB > X-Horizontal > Peak Acceleration,,,Machines > Drill Press > MIB > X-Horizontal > Peak Velocity,,,Machines > Drill Press > MIB > Y-Radial > Band 1,,,Machines > Drill Press > MIB > Y-Radial > Damage Accumulation,,,Machines > Drill Press > MIB > Y-Radial > Peak Acceleration,,,Machines > Drill Press > MIB > Y-Radial > Peak Velocity,,,Machines > Drill Press > MIB > X-Horizontal > Band 1,,,Machines > Drill Press > MIB > X-Horizontal > Damage Accumulation,,,Machines > Drill Press > MIB > Y-Radial > RMS Velocity,,,Machines > Drill Press > MIB > Y-Radial > Temperature,,,Machines > Drill Press > MIB > X-Horizontal > RMS Velocity,,,Machines > Drill Press > MIB > X-Horizontal > Temperature,,,Machines > Drill Press > MIB > Battery Voltage,
2/22/20 14:30,0.0336766,,2/22/20 14:30,0.0121555,,2/22/20 14:30,0.001499,,2/22/20 14:30,0.3573574,,2/22/20 14:29,0.0049287,,2/22/20 14:30,65.65565491,,2/22/20 14:29,0.0286238,,2/22/20 14:29,0.0153947,,2/22/20 14:30,0.0033349,,2/22/20 14:30,65.65565491,,2/22/20 14:29,0.0025643,,2/22/20 14:29,0.348261,,2/22/20 14:30,3.154676437
2/22/20 14:39,0.0393975,,2/22/20 14:39,0.0140208,,2/22/20 14:39,0.0037744,,2/22/20 14:39,0.3598932,,2/22/20 14:39,0.004748,,2/22/20 14:40,66.40413284,,2/22/20 14:39,0.033725,,2/22/20 14:39,0.0135729,,2/22/20 14:39,0.0044109,,2/22/20 14:40,66.40413284,,2/22/20 14:39,0.0046628,,2/22/20 14:39,0.360798,,2/22/20 14:40,3.154578686
2/22/20 14:49,0.0396428,,2/22/20 14:49,0.0149315,,2/22/20 14:49,0.0034159,,2/22/20 14:49,0.3547159,,2/22/20 14:49,0.0042538,,2/22/20 14:50,65.89382477,,2/22/20 14:49,0.0363801,,2/22/20 14:49,0.0129217,,2/22/20 14:49,0.0048968,,2/22/20 14:50,65.89382477,,2/22/20 14:49,0.0026783,,2/22/20 14:49,0.3703172,,2/22/20 14:50,3.154480934
2/22/20 14:59,0.035755,,2/22/20 14:59,0.0132898,,2/22/20 14:59,0.0033448,,2/22/20 14:59,0.3451018,,2/22/20 14:59,0.0036657,,2/22/20 15:00,65.72372208,,2/22/20 14:59,0.0312872,,2/22/20 14:59,0.0110864,,2/22/20 14:59,0.0047504,,2/22/20 15:00,65.72372208,,2/22/20 14:59,0.0041615,,2/22/20 14:59,0.364444,,2/22/20 15:00,3.154578686
2/22/20 15:09,0.0306092,,2/22/20 15:09,0.0126282,,2/22/20 15:09,0.0041157,,2/22/20 15:09,0.3634513,,2/22/20 15:09,0.0032562,,2/22/20 15:10,66.02991104,,2/22/20 15:09,0.0313868,,2/22/20 15:09,0.0091754,,2/22/20 15:09,0.0043274,,2/22/20 15:10,66.02991104,,2/22/20 15:09,0.0022213,,2/22/20 15:09,0.3694636,,2/22/20 15:10,3.154383421
2/22/20 15:20,0.0316355,,2/22/20 15:20,0.0169195,,2/22/20 15:20,0.0026145,,2/22/20 15:20,0.3738085,,2/22/20 15:20,0.0044951,,2/22/20 15:20,66.09793701,,2/22/20 15:20,0.0305968,,2/22/20 15:20,0.0138647,,2/22/20 15:20,0.0050708,,2/22/20 15:20,66.09793701,,2/22/20 15:20,0.0025498,,2/22/20 15:20,0.3735364,,2/22/20 15:20,3.154480934
2/22/20 15:30,0.0384519,,2/22/20 15:30,0.0213514,,2/22/20 15:30,0.0024978,,2/22/20 15:30,0.3676929,,2/22/20 15:30,0.0041053,,2/22/20 15:30,65.72372208,,2/22/20 15:30,0.0407035,,2/22/20 15:30,0.0128459,,2/22/20 15:30,0.0047797,,2/22/20 15:30,65.72372208,,2/22/20 15:30,0.0026386,,2/22/20 15:30,0.3611707,,2/22/20 15:30,3.15389514
2/22/20 15:40,0.0313822,,2/22/20 15:40,0.0134899,,2/22/20 15:40,0.0028664,,2/22/20 15:40,0.3722437,,2/22/20 15:39,0.0043974,,2/22/20 15:40,65.99586029,,2/22/20 15:39,0.0288583,,2/22/20 15:39,0.0140204,,2/22/20 15:40,0.0046615,,2/22/20 15:40,65.99586029,,2/22/20 15:39,0.0043745,,2/22/20 15:39,0.3517567,,2/22/20 15:40,3.154188156
2/22/20 15:49,0.0353723,,2/22/20 15:49,0.016866,,2/22/20 15:49,0.0021613,,2/22/20 15:49,0.3503821,,2/22/20 15:49,0.0036746,,2/22/20 15:50,65.92783432,,2/22/20 15:49,0.0300483,,2/22/20 15:49,0.0109552,,2/22/20 15:49,0.0042863,,2/22/20 15:50,65.92783432,,2/22/20 15:49,0.0038477,,2/22/20 15:49,0.3601127,,2/22/20 15:50,3.153992653
2/22/20 15:59,0.0340356,,2/22/20 15:59,0.0137282,,2/22/20 15:59,0.0035328,,2/22/20 15:59,0.3572219,,2/22/20 15:59,0.0045424,,2/22/20 16:00,65.85980835,,2/22/20 15:59,0.0313793,,2/22/20 15:59,0.0132055,,2/22/20 15:59,0.0041194,,2/22/20 16:00,65.85980835,,2/22/20 15:59,0.0035838,,2/22/20 15:59,0.3580327,,2/22/20 16:00,3.154383421
2/22/20 16:09,0.02907,,2/22/20 16:09,0.0132566,,2/22/20 16:09,0.0023248,,2/22/20 16:09,0.3644928,,2/22/20 16:09,0.0044365,,2/22/20 16:10,65.85980835,,2/22/20 16:09,0.0310824,,2/22/20 16:09,0.0118796,,2/22/20 16:09,0.0041705,,2/22/20 16:10,65.85980835,,2/22/20 16:09,0.0029445,,2/22/20 16:09,0.3659499,,2/22/20 16:10,3.153992653
2/22/20 16:19,0.0325827,,2/22/20 16:19,0.0143888,,2/22/20 16:19,0.0057454,,2/22/20 16:19,0.3583121,,2/22/20 16:19,0.0043094,,2/22/20 16:19,66.13195,,2/22/20 16:19,0.0296892,,2/22/20 16:19,0.0151149,,2/22/20 16:19,0.0050764,,2/22/20 16:19,66.13195,,2/22/20 16:19,0.0045017,,2/22/20 16:19,0.3626225,,2/22/20 16:19,3.153699636
2/22/20 16:30,0.0303198,,2/22/20 16:30,0.0126673,,2/22/20 16:30,0.0048536,,2/22/20 16:30,0.3641375,,2/22/20 16:30,0.0038528,,2/22/20 16:30,66.2680397,,2/22/20 16:30,0.0370088,,2/22/20 16:30,0.0138804,,2/22/20 16:30,0.0043375,,2/22/20 16:30,66.2680397,,2/22/20 16:30,0.0042142,,2/22/20 16:30,0.3525262,,2/22/20 16:30,3.154090405
2/22/20 16:40,0.0313315,,2/22/20 16:40,0.0156149,,2/22/20 16:40,0.0024693,,2/22/20 16:40,0.3647043,,2/22/20 16:40,0.0040167,,2/22/20 16:40,65.92783432,,2/22/20 16:40,0.0305078,,2/22/20 16:40,0.0104515,,2/22/20 16:40,0.0044037,,2/22/20 16:40,65.92783432,,2/22/20 16:40,0.0028924,,2/22/20 16:40,0.3735364,,2/22/20 16:40,3.153504133
2/22/20 16:50,0.0351826,,2/22/20 16:50,0.0138678,,2/22/20 16:50,0.0019395,,2/22/20 16:50,0.3543389,,2/22/20 16:50,0.004112,,2/22/20 16:50,65.92783432,,2/22/20 16:50,0.0269522,,2/22/20 16:50,0.0120622,,2/22/20 16:50,0.0041616,,2/22/20 16:50,65.92783432,,2/22/20 16:50,0.0024222,,2/22/20 16:50,0.3590066,,2/22/20 16:50,3.153699636
2/22/20 16:59,0.0314965,,2/22/20 16:59,0.0120973,,2/22/20 16:59,0.0030829,,2/22/20 16:59,0.3660819,,2/22/20 16:59,0.0046614,,2/22/20 17:00,65.85980835,,2/22/20 16:59,0.0285711,,2/22/20 16:59,0.0145638,,2/22/20 16:59,0.00454,,2/22/20 17:00,65.85980835,,2/22/20 16:59,0.0040684,,2/22/20 16:59,0.3610114,,2/22/20 17:00,3.153992653
2/22/20 17:09,0.0357218,,2/22/20 17:09,0.0153193,,2/22/20 17:09,0.0019737,,2/22/20 17:09,0.3609834,,2/22/20 17:09,0.004341,,2/22/20 17:10,65.68970566,,2/22/20 17:09,0.0271821,,2/22/20 17:09,0.0125225,,2/22/20 17:09,0.0039426,,2/22/20 17:10,65.68970566,,2/22/20 17:09,0.0034255,,2/22/20 17:09,0.3425261,,2/22/20 17:10,3.154285669
2/22/20 17:19,0.0304397,,2/22/20 17:19,0.0132878,,2/22/20 17:19,0.0032254,,2/22/20 17:19,0.3844451,,2/22/20 17:19,0.0041947,,2/22/20 17:19,66.06392746,,2/22/20 17:19,0.0301273,,2/22/20 17:19,0.0128782,,2/22/20 17:19,0.0044444,,2/22/20 17:19,66.06392746,,2/22/20 17:19,0.0027224,,2/22/20 17:19,0.3621777,,2/22/20 17:19,3.15379715
2/22/20 17:29,0.0360972,,2/22/20 17:29,0.0165418,,2/22/20 17:29,0.002704,,2/22/20 17:29,0.3526655,,2/22/20 17:29,0.0049388,,2/22/20 17:29,65.96184731,,2/22/20 17:29,0.0305126,,2/22/20 17:29,0.0165169,,2/22/20 17:29,0.0045958,,2/22/20 17:29,65.96184731,,2/22/20 17:29,0.0054505,,2/22/20 17:29,0.3647205,,2/22/20 17:29,3.153699636
2/22/20 17:40,0.0345383,,2/22/20 17:40,0.0157592,,2/22/20 17:40,0.0040984,,2/22/20 17:40,0.3529829,,2/22/20 17:40,0.0046946,,2/22/20 17:40,65.96184731,,2/22/20 17:40,0.0314092,,2/22/20 17:40,0.0164632,,2/22/20 17:40,0.0045314,,2/22/20 17:40,65.96184731,,2/22/20 17:40,0.0032651,,2/22/20 17:40,0.3507167,,2/22/20 17:40,3.154090405
2/22/20 17:50,0.0321559,,2/22/20 17:50,0.0156819,,2/22/20 17:50,0.0056345,,2/22/20 17:50,0.3647259,,2/22/20 17:50,0.0049998,,2/22/20 17:50,65.89382477,,2/22/20 17:50,0.0286184,,2/22/20 17:50,0.0143815,,2/22/20 17:50,0.0054742,,2/22/20 17:50,65.89382477,,2/22/20 17:50,0.0066749,,2/22/20 17:50,0.3526765,,2/22/20 17:50,3.153308868
2/22/20 18:00,0.0361512,,2/22/20 18:00,0.0147402,,2/22/20 18:00,0.0014766,,2/22/20 18:00,0.3827094,,2/22/20 18:00,0.0051176,,2/22/20 18:00,65.8257576,,2/22/20 18:00,0.0291099,,2/22/20 18:00,0.0150686,,2/22/20 18:00,0.0043125,,2/22/20 18:00,65.8257576,,2/22/20 18:00,0.0033767,,2/22/20 18:00,0.3523128,,2/22/20 18:00,3.153308868
2/22/20 18:09,0.0310975,,2/22/20 18:09,0.0121687,,2/22/20 18:09,0.0025274,,2/22/20 18:09,0.375254,,2/22/20 18:09,0.0044268,,2/22/20 18:10,66.16596298,,2/22/20 18:09,0.0287421,,2/22/20 18:09,0.0132713,,2/22/20 18:09,0.004364,,2/22/20 18:10,66.16596298,,2/22/20 18:09,0.0041197,,2/22/20 18:09,0.3709575,,2/22/20 18:10,3.154090405
2/22/20 18:19,0.041963,,2/22/20 18:19,0.0109201,,2/22/20 18:19,0.0024998,,2/22/20 18:19,0.3733285,,2/22/20 18:19,0.0042839,,2/22/20 18:20,65.79174461,,2/22/20 18:19,0.0282226,,2/22/20 18:19,0.0133216,,2/22/20 18:19,0.0039364,,2/22/20 18:20,65.79174461,,2/22/20 18:19,0.0044086,,2/22/20 18:19,0.3709755,,2/22/20 18:20,3.153211355
2/22/20 18:29,0.0386176,,2/22/20 18:29,0.0128675,,2/22/20 18:29,0.0030785,,2/22/20 18:29,0.3572191,,2/22/20 18:29,0.0035584,,2/22/20 18:30,66.06392746,,2/22/20 18:29,0.0260333,,2/22/20 18:29,0.0098171,,2/22/20 18:29,0.0039844,,2/22/20 18:30,66.06392746,,2/22/20 18:29,0.0028207,,2/22/20 18:29,0.3585948,,2/22/20 18:30,3.153308868
2/22/20 18:39,0.0349036,,2/22/20 18:39,0.0131965,,2/22/20 18:39,0.0024184,,2/22/20 18:39,0.371205,,2/22/20 18:39,0.0036141,,2/22/20 18:40,66.30205269,,2/22/20 18:39,0.0347401,,2/22/20 18:39,0.0103301,,2/22/20 18:39,0.0040777,,2/22/20 18:40,66.30205269,,2/22/20 18:39,0.0021474,,2/22/20 18:39,0.3716848,,2/22/20 18:40,3.152918339
2/22/20 18:50,0.0422449,,2/22/20 18:50,0.0137567,,2/22/20 18:50,0.0028838,,2/22/20 18:50,0.3717446,,2/22/20 18:50,0.0041622,,2/22/20 18:51,66.30205269,,2/22/20 18:50,0.0332978,,2/22/20 18:50,0.0118499,,2/22/20 18:50,0.0046066,,2/22/20 18:51,66.30205269,,2/22/20 18:50,0.0024524,,2/22/20 18:50,0.3557243,,2/22/20 18:51,3.153113604
2/22/20 19:00,0.0295259,,2/22/20 19:00,0.0128756,,2/22/20 19:00,0.003972,,2/22/20 19:00,0.3501326,,2/22/20 19:00,0.0033518,,2/22/20 19:01,65.85980835,,2/22/20 19:00,0.0263917,,2/22/20 19:00,0.0108509,,2/22/20 19:00,0.004596,,2/22/20 19:01,65.85980835,,2/22/20 19:00,0.0032199,,2/22/20 19:00,0.3482069,,2/22/20 19:01,3.153211355
2/22/20 19:10,0.0359625,,2/22/20 19:10,0.0138646,,2/22/20 19:10,0.0044059,,2/22/20 19:10,0.3721135,,2/22/20 19:10,0.0048081,,2/22/20 19:10,66.16596298,,2/22/20 19:10,0.0314905,,2/22/20 19:10,0.013888,,2/22/20 19:10,0.0043927,,2/22/20 19:10,66.16596298,,2/22/20 19:10,0.0031207,,2/22/20 19:10,0.3642306,,2/22/20 19:10,3.15340662
2/22/20 19:19,0.0393639,,2/22/20 19:19,0.0199669,,2/22/20 19:19,0.0034941,,2/22/20 19:19,0.3580653,,2/22/20 19:19,0.003595,,2/22/20 19:20,65.8257576,,2/22/20 19:19,0.02982,,2/22/20 19:19,0.012193,,2/22/20 19:19,0.0048487,,2/22/20 19:20,65.8257576,,2/22/20 19:19,0.0029255,,2/22/20 19:19,0.3825987,,2/22/20 19:20,3.152332067
2/22/20 19:29,0.0344955,,2/22/20 19:29,0.0139678,,2/22/20 19:29,0.004503,,2/22/20 19:29,0.3783321,,2/22/20 19:29,0.0046858,,2/22/20 19:30,66.06392746,,2/22/20 19:29,0.0293024,,2/22/20 19:29,0.015373,,2/22/20 19:29,0.0041113,,2/22/20 19:30,66.06392746,,2/22/20 19:29,0.0033621,,2/22/20 19:29,0.374922,,2/22/20 19:30,3.153015852
2/22/20 19:39,0.0348513,,2/22/20 19:39,0.0142575,,2/22/20 19:39,0.004598,,2/22/20 19:39,0.3714681,,2/22/20 19:39,0.0044154,,2/22/20 19:40,66.09793701,,2/22/20 19:39,0.0366207,,2/22/20 19:39,0.0130846,,2/22/20 19:39,0.0041725,,2/22/20 19:40,66.09793701,,2/22/20 19:39,0.0034956,,2/22/20 19:39,0.3579696,,2/22/20 19:40,3.152820349
2/22/20 19:49,0.0328777,,2/22/20 19:49,0.0143728,,2/22/20 19:49,0.0052608,,2/22/20 19:49,0.3591474,,2/22/20 19:49,0.0042613,,2/22/20 19:50,66.20001717,,2/22/20 19:49,0.0319683,,2/22/20 19:49,0.0107808,,2/22/20 19:49,0.004745,,2/22/20 19:50,66.20001717,,2/22/20 19:49,0.0045954,,2/22/20 19:49,0.3662144,,2/22/20 19:50,3.152918339
2/22/20 20:00,0.0333569,,2/22/20 20:00,0.0142034,,2/22/20 20:00,0.0061567,,2/22/20 20:00,0.3631232,,2/22/20 20:00,0.0039793,,2/22/20 20:01,66.09793701,,2/22/20 20:00,0.0260205,,2/22/20 20:00,0.013209,,2/22/20 20:00,0.005055,,2/22/20 20:01,66.09793701,,2/22/20 20:00,0.0027785,,2/22/20 20:00,0.3588804,,2/22/20 20:01,3.153211355
2/22/20 20:10,0.0340613,,2/22/20 20:10,0.0152074,,2/22/20 20:10,0.0026779,,2/22/20 20:10,0.344036,,2/22/20 20:10,0.0054645,,2/22/20 20:10,65.99586029,,2/22/20 20:10,0.0342193,,2/22/20 20:10,0.0185755,,2/22/20 20:10,0.0048962,,2/22/20 20:10,65.99586029,,2/22/20 20:10,0.0025935,,2/22/20 20:10,0.384336,,2/22/20 20:10,3.152820349
2/22/20 20:20,0.0298498,,2/22/20 20:20,0.0129854,,2/22/20 20:20,0.0035822,,2/22/20 20:20,0.370649,,2/22/20 20:20,0.0038754,,2/22/20 20:20,66.23403015,,2/22/20 20:20,0.0296115,,2/22/20 20:20,0.0131554,,2/22/20 20:20,0.0045392,,2/22/20 20:20,66.23403015,,2/22/20 20:20,0.0021372,,2/22/20 20:20,0.3731937,,2/22/20 20:20,3.152820349
2/22/20 20:29,0.0316032,,2/22/20 20:29,0.0139663,,2/22/20 20:29,0.0062009,,2/22/20 20:29,0.3594891,,2/22/20 20:29,0.0043904,,2/22/20 20:30,66.23403015,,2/22/20 20:29,0.0311186,,2/22/20 20:29,0.0130885,,2/22/20 20:29,0.0049911,,2/22/20 20:30,66.23403015,,2/22/20 20:29,0.0020875,,2/22/20 20:29,0.3542184,,2/22/20 20:30,3.152429819
2/22/20 20:39,0.0348368,,2/22/20 20:39,0.0160814,,2/22/20 20:39,0.0037363,,2/22/20 20:39,0.3586049,,2/22/20 20:39,0.0042149,,2/22/20 20:40,66.13195,,2/22/20 20:39,0.0302638,,2/22/20 20:39,0.0123976,,2/22/20 20:39,0.0050761,,2/22/20 20:40,66.13195,,2/22/20 20:39,0.0046168,,2/22/20 20:39,0.3548046,,2/22/20 20:40,3.152625084
2/22/20 20:49,0.0372307,,2/22/20 20:49,0.0159692,,2/22/20 20:49,0.0035354,,2/22/20 20:49,0.3732091,,2/22/20 20:49,0.0036475,,2/22/20 20:50,66.30205269,,2/22/20 20:49,0.0267175,,2/22/20 20:49,0.0106066,,2/22/20 20:49,0.0042892,,2/22/20 20:50,66.30205269,,2/22/20 20:49,0.0016257,,2/22/20 20:49,0.3673115,,2/22/20 20:50,3.152136803
2/22/20 20:59,0.0332159,,2/22/20 20:59,0.0146737,,2/22/20 20:59,0.0056794,,2/22/20 20:59,0.3738519,,2/22/20 20:59,0.0053857,,2/22/20 20:59,66.4381424,,2/22/20 20:59,0.0329364,,2/22/20 20:59,0.0189183,,2/22/20 20:59,0.0051918,,2/22/20 20:59,66.4381424,,2/22/20 20:59,0.006456,,2/22/20 20:59,0.3611166,,2/22/20 20:59,3.152234554
2/22/20 21:10,0.0344614,,2/22/20 21:10,0.0147666,,2/22/20 21:10,0.0040731,,2/22/20 21:10,0.3639883,,2/22/20 21:10,0.0045133,,2/22/20 21:10,66.33606567,,2/22/20 21:10,0.0322698,,2/22/20 21:10,0.0127642,,2/22/20 21:10,0.004807,,2/22/20 21:10,66.33606567,,2/22/20 21:10,0.0051552,,2/22/20 21:10,0.3675429,,2/22/20 21:10,3.151843548
2/22/20 21:20,0.0326893,,2/22/20 21:20,0.0157601,,2/22/20 21:20,0.0041921,,2/22/20 21:20,0.3802523,,2/22/20 21:20,0.0045094,,2/22/20 21:20,66.13195,,2/22/20 21:20,0.0316041,,2/22/20 21:20,0.0179224,,2/22/20 21:20,0.0045926,,2/22/20 21:20,66.13195,,2/22/20 21:20,0.0050487,,2/22/20 21:20,0.372836,,2/22/20 21:20,3.151843548
2/22/20 21:30,0.0333198,,2/22/20 21:30,0.0118775,,2/22/20 21:30,0.003278,,2/22/20 21:30,0.3652087,,2/22/20 21:30,0.0047137,,2/22/20 21:30,66.16596298,,2/22/20 21:30,0.0348182,,2/22/20 21:30,0.0153299,,2/22/20 21:30,0.0044247,,2/22/20 21:30,66.16596298,,2/22/20 21:30,0.0025775,,2/22/20 21:30,0.3664248,,2/22/20 21:30,3.152527332
2/22/20 21:39,0.0408493,,2/22/20 21:39,0.0119124,,2/22/20 21:39,0.0038533,,2/22/20 21:39,0.3691439,,2/22/20 21:39,0.0047217,,2/22/20 21:40,66.02991104,,2/22/20 21:39,0.0288062,,2/22/20 21:39,0.0121482,,2/22/20 21:39,0.0041219,,2/22/20 21:40,66.02991104,,2/22/20 21:39,0.0042393,,2/22/20 21:39,0.3664669,,2/22/20 21:40,3.152722836
2/22/20 21:49,0.0353265,,2/22/20 21:49,0.0173896,,2/22/20 21:49,0.0041499,,2/22/20 21:49,0.383203,,2/22/20 21:49,0.0042076,,2/22/20 21:50,66.23403015,,2/22/20 21:49,0.031839,,2/22/20 21:49,0.012596,,2/22/20 21:49,0.0044873,,2/22/20 21:50,66.23403015,,2/22/20 21:49,0.0031242,,2/22/20 21:49,0.3757667,,2/22/20 21:50,3.151941538
2/22/20 21:59,0.0348465,,2/22/20 21:59,0.0123682,,2/22/20 21:59,0.003855,,2/22/20 21:59,0.3522967,,2/22/20 21:59,0.0046748,,2/22/20 21:59,65.85980835,,2/22/20 21:59,0.0339475,,2/22/20 21:59,0.0146887,,2/22/20 21:59,0.004581,,2/22/20 21:59,65.85980835,,2/22/20 21:59,0.0031432,,2/22/20 21:59,0.3667314,,2/22/20 21:59,3.152136803
2/22/20 22:09,0.0320094,,2/22/20 22:09,0.0145238,,2/22/20 22:09,0.0039866,,2/22/20 22:09,0.3599637,,2/22/20 22:09,0.0043681,,2/22/20 22:09,66.20001717,,2/22/20 22:09,0.0297031,,2/22/20 22:09,0.0124979,,2/22/20 22:09,0.0047786,,2/22/20 22:09,66.20001717,,2/22/20 22:09,0.0025345,,2/22/20 22:09,0.3615314,,2/22/20 22:09,3.152332067
2/22/20 22:19,0.0304513,,2/22/20 22:19,0.0197642,,2/22/20 22:19,0.0021112,,2/22/20 22:19,0.3639151,,2/22/20 22:19,0.0047148,,2/22/20 22:19,66.02991104,,2/22/20 22:19,0.0306626,,2/22/20 22:19,0.0132607,,2/22/20 22:19,0.0049411,,2/22/20 22:19,66.02991104,,2/22/20 22:19,0.0044237,,2/22/20 22:19,0.3730795,,2/22/20 22:19,3.151843548
2/22/20 22:30,0.034348,,2/22/20 22:30,0.0146892,,2/22/20 22:30,0.0037371,,2/22/20 22:30,0.3691248,,2/22/20 22:30,0.0043802,,2/22/20 22:30,66.06392746,,2/22/20 22:30,0.0299845,,2/22/20 22:30,0.0133172,,2/22/20 22:30,0.0040733,,2/22/20 22:30,66.06392746,,2/22/20 22:30,0.0031278,,2/22/20 22:30,0.353479,,2/22/20 22:30,3.151746035
2/22/20 22:40,0.0326958,,2/22/20 22:40,0.0137865,,2/22/20 22:40,0.0036563,,2/22/20 22:40,0.373323,,2/22/20 22:40,0.0042543,,2/22/20 22:40,66.20001717,,2/22/20 22:40,0.026263,,2/22/20 22:40,0.0118973,,2/22/20 22:40,0.0043012,,2/22/20 22:40,66.20001717,,2/22/20 22:40,0.0047952,,2/22/20 22:40,0.3599654,,2/22/20 22:40,3.151550531
2/22/20 22:49,0.0431534,,2/22/20 22:49,0.0162552,,2/22/20 22:49,0.0036624,,2/22/20 22:49,0.365187,,2/22/20 22:50,0.00465,,2/22/20 22:50,66.30205269,,2/22/20 22:50,0.0289615,,2/22/20 22:50,0.0143296,,2/22/20 22:49,0.0049869,,2/22/20 22:50,66.30205269,,2/22/20 22:50,0.0021565,,2/22/20 22:50,0.3622227,,2/22/20 22:50,3.152234554
2/22/20 22:59,0.0437119,,2/22/20 22:59,0.0187534,,2/22/20 22:59,0.003988,,2/22/20 22:59,0.3512824,,2/22/20 22:59,0.0047329,,2/22/20 22:59,66.13195,,2/22/20 22:59,0.0345623,,2/22/20 22:59,0.0146533,,2/22/20 22:59,0.0045012,,2/22/20 22:59,66.13195,,2/22/20 22:59,0.0045534,,2/22/20 22:59,0.3632597,,2/22/20 22:59,3.152136803
2/22/20 23:09,0.0341019,,2/22/20 23:09,0.0154311,,2/22/20 23:09,0.002605,,2/22/20 23:09,0.3614769,,2/22/20 23:09,0.0045817,,2/22/20 23:09,66.20001717,,2/22/20 23:09,0.0293984,,2/22/20 23:09,0.0156932,,2/22/20 23:09,0.0047388,,2/22/20 23:09,66.20001717,,2/22/20 23:09,0.004488,,2/22/20 23:09,0.3555289,,2/22/20 23:09,3.151941538
2/22/20 23:19,0.0344491,,2/22/20 23:19,0.0127787,,2/22/20 23:19,0.002749,,2/22/20 23:19,0.3667789,,2/22/20 23:19,0.0041602,,2/22/20 23:19,66.13195,,2/22/20 23:19,0.0311075,,2/22/20 23:19,0.0115861,,2/22/20 23:19,0.0040787,,2/22/20 23:19,66.13195,,2/22/20 23:19,0.0044255,,2/22/20 23:19,0.3387088,,2/22/20 23:19,3.151746035
2/22/20 23:29,0.0408374,,2/22/20 23:29,0.0145381,,2/22/20 23:29,0.003831,,2/22/20 23:29,0.3873767,,2/22/20 23:29,0.0053742,,2/22/20 23:30,66.06392746,,2/22/20 23:29,0.0291395,,2/22/20 23:29,0.0192632,,2/22/20 23:29,0.0049252,,2/22/20 23:30,66.06392746,,2/22/20 23:29,0.0039841,,2/22/20 23:29,0.3594875,,2/22/20 23:30,3.152136803
2/22/20 23:40,0.0308545,,2/22/20 23:40,0.0126013,,2/22/20 23:40,0.0028318,,2/22/20 23:40,0.3627543,,2/22/20 23:40,0.0053185,,2/22/20 23:41,66.13195,,2/22/20 23:40,0.0326162,,2/22/20 23:40,0.0157453,,2/22/20 23:40,0.0044537,,2/22/20 23:41,66.13195,,2/22/20 23:40,0.0061959,,2/22/20 23:40,0.3569447,,2/22/20 23:41,3.152234554
2/22/20 23:50,0.0353955,,2/22/20 23:50,0.0140732,,2/22/20 23:50,0.0042091,,2/22/20 23:50,0.3519116,,2/22/20 23:50,0.0048568,,2/22/20 23:50,66.06392746,,2/22/20 23:50,0.0313694,,2/22/20 23:50,0.0160383,,2/22/20 23:50,0.0045905,,2/22/20 23:50,66.06392746,,2/22/20 23:50,0.0052508,,2/22/20 23:50,0.3680419,,2/22/20 23:50,3.151746035
2/22/20 23:59,0.0354481,,2/22/20 23:59,0.0183752,,2/22/20 23:59,0.0047649,,2/22/20 23:59,0.3511551,,2/22/20 23:59,0.0047563,,2/23/20 00:00,65.96184731,,2/22/20 23:59,0.03054,,2/22/20 23:59,0.0156568,,2/22/20 23:59,0.0053812,,2/23/20 00:00,65.96184731,,2/22/20 23:59,0.0046733,,2/22/20 23:59,0.3648828,,2/23/20 00:00,3.152332067
2/23/20 00:09,0.0313079,,2/23/20 00:09,0.014441,,2/23/20 00:09,0.0041075,,2/23/20 00:09,0.3547593,,2/23/20 00:09,0.0043196,,2/23/20 00:10,65.99586029,,2/23/20 00:09,0.0278906,,2/23/20 00:09,0.0119428,,2/23/20 00:09,0.0050042,,2/23/20 00:10,65.99586029,,2/23/20 00:09,0.0035613,,2/23/20 00:09,0.3505604,,2/23/20 00:10,3.151843548
2/23/20 00:19,0.0330983,,2/23/20 00:19,0.0177754,,2/23/20 00:19,0.0040373,,2/23/20 00:19,0.3652603,,2/23/20 00:19,0.0049801,,2/23/20 00:20,65.75773163,,2/23/20 00:19,0.0338534,,2/23/20 00:19,0.0169818,,2/23/20 00:19,0.0049478,,2/23/20 00:20,65.75773163,,2/23/20 00:19,0.0032539,,2/23/20 00:19,0.3516155,,2/23/20 00:20,3.151648283
2/23/20 00:29,0.0392246,,2/23/20 00:29,0.0144947,,2/23/20 00:29,0.0044225,,2/23/20 00:29,0.3521558,,2/23/20 00:29,0.0047442,,2/23/20 00:30,65.79174461,,2/23/20 00:29,0.0279889,,2/23/20 00:29,0.0170601,,2/23/20 00:29,0.0047488,,2/23/20 00:30,65.79174461,,2/23/20 00:29,0.0025645,,2/23/20 00:29,0.3664398,,2/23/20 00:30,3.151355267
2/23/20 00:39,0.0308861,,2/23/20 00:39,0.0102044,,2/23/20 00:39,0.0013631,,2/23/20 00:39,0.369895,,2/23/20 00:39,0.0036931,,2/23/20 00:40,66.23403015,,2/23/20 00:39,0.0337634,,2/23/20 00:39,0.0104105,,2/23/20 00:39,0.003279,,2/23/20 00:40,66.23403015,,2/23/20 00:39,0.0030061,,2/23/20 00:39,0.3578253,,2/23/20 00:40,3.151550531
